"","X","HES3","LIN28A","L1TD1","CA14","F11R","VASH2","MTRNR2L11","MYCN","EPCAM","ADD2","H3F3AP4","LRRN1","TRIM71","TDGF1","MTRNR2L12","DPPA4","RP11.641D5.1","SOX2","ZFP42","ADCY2","SERF1B","MTRNR2L2","SEMA6A","MATR3","PCDH1","SCGB3A2","GABRP","RP11.423H2.1","TUBB2B","GCNT2","POU5F1","LIN28B","PKIB","RPL21P75","PTPRZ1","MTRNR2L6","CNTNAP2","IDO1","TPD52","CALB1","ESRP1","MAL2","FAM84B","HHLA1","FOXH1","CTSV","NR6A1","AIF1L","FGFR2","MTRNR2L8","FABP5P7","FGF23","NANOG","DDX47","KRT8","PMEL","NTS","USP44","CLDN10","ZIC2","ABHD12B","OTX2","VRTN","SNURF","GABRB3","SPINT1","MYEF2","RBPMS2","CRABP1","UBE2Q2P6","CLDN6","ZSCAN10","MTRNR2L4","NPIPA7","PRSS8","CDH3","CDH1","MTRNR2L1","RND2","DSG2","FUT3","AP1M2","SPINT2","CYP2S1","NLRP2","RPL41P1","DNMT3B","WFDC2","SALL4","CXADR","CBS","U2AF1","CECR2","MIF","POLR2F","RP11.706O15.1","MAGED4B","MTRNR2L10","SLC7A3","ZIC3"
"171","HPSI0614i-oicx_2",34.76,783.32,378.65,56.04,154.69,145.3,103.29,50.26,353.81,85.08,891.58,93.69,148.58,446.89,7213.54,764.74,617.52,161.54,70.19,66.26,68.51,390.26,186.87,738.66,84.98,1245.04,631.51,52.19,319.86,65.14,789.39,78.52,36.69,1513.37,244.87,174.56,38.38,38.75,64.58,520.38,128.23,98.08,63.13,374.83,45.71,72.46,111.05,74.57,54.64,1976.55,61.45,76.15,49.65,78.83,272.78,103.72,64.28,161.75,45.69,221.47,220.84,53.91,44.79,756.98,87.51,81.99,124.84,106.05,201.88,873.52,370.9,121.5,73.78,190.76,54.41,84.59,148.39,603.51,68.35,109.97,154.26,69.07,178.45,102.19,26.91,4735.96,244.3,68.79,70.95,143.59,198.1,212.96,50.78,600.56,71.37,130.98,62.88,107.14,130.25,30.27
"172","HPSI0614i-miaj_4",92.89,819.66,251.27,45.84,198.6,276.75,59.64,43.32,388.25,102.7,905.07,90.2,164.26,964.84,5896.1,711.36,394.8,207.46,112.33,112.34,77.23,263.28,453.91,560.45,59.56,13622.67,5128.76,57.74,629.59,84.57,1784.71,69.35,83.99,1493.16,84.55,69.13,54.13,27.28,87.83,2474.05,166.86,80.77,75.95,3336.81,111.82,69.52,33.78,55.95,76.44,1758.34,133.3,69.54,221.64,68.95,437,65.34,119.73,92.83,22.93,230.53,2321.54,18.58,44.15,890.4,89.71,103.57,55.56,135.03,384.92,1774.72,510.09,154.93,65.54,63.94,80.62,123.02,158.01,539.25,60.44,90.75,861.24,95.64,215.59,122.56,47.16,5138.53,320.11,45.68,61.95,101.18,171.27,231.74,48.33,575.84,90.53,61.72,34.16,36.48,94.4,69.15
"173","HPSI0115i-melw_2",42.59,779.26,380.42,48.03,128.97,103.11,112.97,57.79,418.56,50.34,759.77,132.68,97.21,666.01,7965.12,669.82,639.93,223.06,126.15,48.78,112.86,370.92,113.37,709.59,47.26,2941.06,1522.56,44.02,403.94,40.69,991.61,46.53,36.88,1007.23,166.22,190.78,29.55,52.16,49.1,971.8,144.63,131.35,57.5,1129.72,54.81,83.76,64.71,94.45,48.77,2046.82,147.56,77.19,53.12,69.69,288.61,74.35,91.06,156.34,63.72,165.65,684.23,44.99,52.5,771.9,62.96,79.95,73.16,141.59,201.09,1592.09,508.87,128.56,85.31,161.91,71.61,98.68,91.79,756.34,69.11,90.71,241.94,82.65,186.11,122.22,13.86,3181.27,391.38,53.43,58.8,92.8,197.98,266.96,19.8,585.84,115.81,60.65,67.7,149.42,140.23,41.3
"174","HPSI0115i-uolo_5",27.73,640.39,487.28,30.82,176.58,142.75,83.88,43.43,473.31,85.64,765.98,143.67,146.57,462.26,7241.12,685.46,342.14,188.83,156.47,68.4,82.11,330.86,185.76,599.56,99.67,5451.42,2379.84,84.39,368.28,47.64,951.94,70.48,62.61,1157.1,110.34,156.46,20.16,20.03,53.45,1607.07,147.14,93.49,53.14,1556.69,65.85,47.89,69.48,71.12,64.1,1753.89,128.2,85.86,149.86,74.79,359.2,49.97,162.89,193.38,31.96,139.59,1240.37,24.8,51.38,612.66,101.32,124.09,75.99,175.83,145.41,982.79,547.17,137.19,75.35,126.01,77.38,99.38,104.2,603.87,44.99,83.26,338.61,78.25,181.64,124.34,133.47,3424.53,394.42,63.07,98.7,119.3,174.66,303.66,40.47,344.59,97.32,116.81,53.22,106.95,108.73,38.79
"175","HPSI1013i-sita_1",59.15,761.01,365.29,35.42,209.06,316.66,71.73,36.32,341.51,130.3,517.4,66.74,152.2,696.25,6445.48,814.98,316.23,176.34,129.66,75.57,71.86,289.93,316.38,740.93,58.75,14002.29,5536.8,58.28,670.12,65.49,1740,84.81,114.77,1433.86,134.75,72.57,76.81,4.47,91.38,2463.89,157.08,92.16,49.27,3136.18,88.38,62.09,44.08,57.67,70.24,1887.84,182.56,57.49,303.47,69.1,560.72,44.39,203.26,86.4,24.3,161.44,2150.33,7.94,41.15,716.67,126.65,93.03,70.85,118.15,343.64,802.5,469.86,135.96,66.2,69.99,55.04,119.34,193.47,546.97,49.89,108.25,1056.86,91.38,173.45,86.62,3.69,4385.02,405.24,38.58,64.47,98.78,185.7,222.07,68.43,421.18,86.15,68.48,33.1,103.22,83.72,66.75
"176","HPSI0115i-payf_2",46.21,439.07,158.92,86.07,81.59,37.29,218.4,30.13,227.2,19.86,959.05,104.71,25.97,627.54,12943.6,383.75,470.75,145.67,129.54,12.17,100.8,664.84,85.46,346.98,34.17,510.31,285.97,71.03,133.52,23.61,798.01,26.99,131.79,1224.6,129.23,187.36,26.99,197.81,26.69,235.29,60.05,73.73,16.1,167.35,38.59,91.63,18.16,47.91,29.95,3366.74,208.84,115.4,57.5,89.4,112.43,139.14,111.48,113.06,67.67,96.09,145.22,80.28,24.22,1630.69,33.81,60.07,33.35,65.24,235.92,2752.27,577.67,52.39,127.53,61.77,54.07,79.65,87.18,1359.5,68.25,75.09,46.6,67.19,182.34,109.52,25.65,5270.89,162.14,48.53,37.28,71.86,102.56,159.77,9.89,934.5,122.58,23.93,51.24,84.67,117.86,27.44
"177","HPSI0614i-lepk_1",61.34,885.14,418.31,57.16,123.96,127.41,62.72,46.79,365.05,70.44,320.44,136.11,145.45,461.92,5217.69,675.57,511.26,260.34,127.46,50.37,81.56,204.06,165.15,815.53,58.28,1962.27,958.43,62.19,390.33,53.42,795.16,91.77,138.58,1452.11,186.35,100.99,73.05,35.79,61.98,613.49,149.12,118.12,67.35,629.21,49.22,66.15,93.31,79.77,65.09,1368.12,112.94,78.72,63.98,77.03,249.02,76.84,175.88,175.6,44.85,180.74,360.61,89.11,49.38,752.56,77.24,65.23,118.02,117.87,167.83,754.99,398.8,122.25,51.67,132.08,46.46,80.86,137.05,427.65,71.17,119.31,191.94,79.45,160.32,104.36,47.61,4044.49,342.88,36.28,83.43,113.01,195.76,280.73,49.74,455.11,85.43,83.87,58.46,58.89,87.72,60.77
"178","HPSI0714i-burb_1",46.54,788.38,293.86,47.84,165.98,167.45,76.06,64.6,422.68,62.18,697.38,150.13,128.58,726.95,6579.61,605.23,577.91,225.73,135.85,76.6,61.69,314.27,148.31,721.09,60.83,3545.73,1650.57,57.35,345.61,47.95,906.84,75.16,103.57,1158.72,121.55,143.86,36.55,113.1,62.96,1009.92,131.91,116.25,62.82,1029.51,60.91,93.17,87.06,81.58,51.32,1611.6,121.68,59.13,70.88,69.38,251.25,91.42,273.71,153.51,54.14,156.43,750,52.67,56.4,716.31,76.6,90.8,73.75,152.38,171.66,1335.99,537.31,119.94,65.36,127.35,75.64,106.74,136.74,554.23,68.51,132.65,286.04,79.34,176.05,133.61,114.66,3459.7,362.16,45.52,71.99,119.25,197.8,249.39,32.62,497.27,109.05,37.92,64,103.9,193.09,48.35
"179","HPSI1013i-kuxp_1",56.51,515.22,240.02,82.19,108.28,103.18,69.8,49.48,211.29,80.72,611.1,112.48,79.64,392.41,4419.05,654.14,450.24,197.42,60.53,20.52,95.6,213.8,95.88,575.68,71.6,305,217.43,81.84,348.84,30.48,1044.73,41.78,8.01,1208.6,222.85,68.4,34.91,13.26,33.87,191.98,68.29,57.82,33.88,146.2,40.27,62.53,91.9,110.19,42.24,1102.24,58.66,1.69,29.84,80.21,264.75,132.2,64.18,104.75,47.61,210.03,120.19,48.76,63.97,676.26,72.11,48.97,85.78,76.12,304.63,853.72,437.96,155.33,35.6,154.83,51.07,61.71,82.1,458.83,94.34,82.13,78.06,48.27,212.57,64.44,35.46,3100.96,275.52,47.31,50.59,62.03,211.84,228.77,28.4,977.93,106.78,71.33,77.58,27.56,63.63,20.24
"180","HPSI0314i-xugn_1",37.05,590.7,319.93,66.75,143.5,165.39,34.43,69.5,287.02,101.38,645.55,123.89,94.07,474.55,3069.62,763.43,364.57,151.63,116.52,59.17,81.02,177.91,144.14,584.58,77.67,1242.26,718.36,54.13,371.17,39.07,1468.91,64.38,89.91,1057.84,152.75,73.11,30.35,42.77,46.86,680.29,105.05,94.22,54.16,411.01,59.18,53.14,85.86,147.43,45.57,886.86,84.8,1.3,82.96,84.53,312.87,105.51,49.21,142.45,60.03,187.72,351.73,22.16,69.97,859.34,84.48,85.1,77.92,131.99,291.94,787.47,466.15,184.31,34.63,123.36,86.58,92.29,90.51,276.51,82.35,90.86,161.93,70.78,237.74,107.8,21.78,2366.96,410.67,59.5,66.76,80.71,329.19,260.8,35.91,816.76,114.65,69.59,65.94,44.96,186.71,21.31
"181","HPSI1113i-hayt_1",39.13,784.74,410.73,25.69,133.19,132.72,81.85,56.35,352.34,81.8,661.1,137.52,156.48,753.23,5547.61,664.26,410.69,190.49,148.73,97.23,113.63,285.67,137.08,753.12,62.71,1896.97,1128.27,67.83,417.3,51.87,1047.82,74.45,29.89,1217.62,151.24,133.68,46.57,73.38,61.44,929.93,121.06,123.95,53.95,699.13,46.92,84.7,97.94,113.22,50.34,1415.48,166.07,0.95,53.85,82.6,281.32,89.83,46.25,167.11,58.05,125.97,532.73,38.27,68.49,815.03,82.85,76.6,87.56,108.58,151.93,1457.37,439.74,161.23,42.75,157.23,78.57,94.29,128.14,500.07,76.73,122.77,285,88.02,191.43,101.67,100.98,3302.33,461.26,39.72,76.68,91.98,296.21,250.47,44.66,576.61,120.7,56.73,65.02,51.37,159.81,43.23
"182","HPSI1114i-kuul_2",55.25,716,167.26,57.69,79.79,63.38,133.42,50.88,233.46,43.32,825.66,102.43,71,520.27,8351.18,484.27,521.97,199.64,103.31,33.33,95.45,417.75,124.45,484.37,37.45,1425.04,694.87,32.59,257.45,33.39,615.78,53.2,32.25,1416.99,110.94,128.75,74.75,45.64,39.88,576.71,88.94,66.3,37.34,431.51,42.98,58.42,68.3,73.66,40.1,2212.79,138.67,19.94,42.38,95.77,251.71,75.75,35.48,114.43,37.53,147.95,274.81,101.87,37.49,823.63,41.4,47.82,57.84,105.21,136.17,1.43,390.47,78.53,63.89,110.29,44.97,57.19,92.24,895.02,79.16,66.86,131.17,65.67,128.99,86.31,17.19,5034.71,253.22,52.56,71.71,81.66,136.01,191.83,34.29,755.62,106.57,31.42,51.34,47.32,69.81,37.14
"183","HPSI0714i-nufh_4",89.51,601.61,423.51,71.76,206.53,171.43,92.9,39.98,439.02,127.56,697.5,83.78,138.6,740.37,7351.57,996.36,377.21,133.07,79.52,78.55,108.94,338.04,414.37,655.99,80.15,5105.15,1879.71,22.51,353.93,47.7,1831.1,116.76,8.15,1572.73,176.61,160.48,49.49,14.86,53.78,809.56,152.58,129.66,50.93,1137.67,75.67,57.09,72.75,78.01,42.88,1991.03,71.67,72.49,238.63,66.37,371.38,41.97,124.89,111.85,37.51,299.84,807.35,21.23,28.7,773.08,107.82,120.52,94.5,102.22,582.54,876.6,441.89,139.59,81.67,98.88,66.22,116.72,203.02,599.3,51.38,112.96,353.46,83.73,206.68,84.68,26.46,4615.19,300.52,50.18,57.63,109.61,174.1,209.25,53.15,637.55,70.4,78.45,51.52,116.16,44.01,52.2
"184","HPSI0614i-ciwj_2",87.65,891.89,265.95,59.48,134.6,99.55,92.5,60.71,368.82,63.22,846.57,119.01,139.95,401.36,7796.8,595.98,324.75,236.9,133.78,63.14,78.75,327.99,170.39,791.32,68.71,2574.7,1221.94,65.55,411.1,33.57,680.98,82.82,5.95,1400.28,124.95,93.97,71.92,18.8,63.21,889.15,128.7,129.73,63.73,758.57,61.2,77.11,96.26,73.73,70.13,2066.66,82.65,59.51,43.28,76.88,250.89,93.33,100.17,144.91,49.34,182.09,535.37,97.49,49.62,775.35,73.61,78.95,92.3,138.87,165.76,861.77,447.81,102.66,92.56,123.04,68.33,89.58,133.58,796.38,76.04,104.27,225.88,87.87,172.31,108.4,96.39,3357.2,305.82,45.6,86.59,117.02,188.85,215.13,43.62,545.35,89.29,189.5,58.1,353.83,74.83,55.16
"185","HPSI0414i-ceik_2",187.61,897.76,254.8,59.49,170.94,140.18,123.13,52.93,321.95,90.82,928.72,171.25,175.93,440.9,9429.24,703.93,380.36,321.91,53.4,35.61,79.51,435.99,264.17,649.18,66.98,2992.16,1302.85,33.12,387.08,54.39,1037.44,109.76,58.9,1147.37,112.53,204.46,112.11,32.72,61.18,836.55,123.93,93.58,62.05,829.85,80.46,75.54,92.65,87.12,79.51,2375.94,103.24,73.99,142.57,63.15,285.97,107.26,34.72,131.97,43.7,283.92,577.58,133.31,42.92,721.61,85.76,90.21,107.44,101.75,306.72,651.56,642.27,127.46,99.65,134.95,65.23,104.39,231.72,825.7,99.1,92.11,344.13,72.27,179.36,129.94,51.66,3365.83,444.57,39.84,89.62,115.31,177.35,199.5,47.33,384.98,78.6,34.68,66.54,144.39,74.71,120.05
"186","HPSI0115i-tiku_3",54.53,957.51,347.43,47.77,135.33,67.57,93.94,51.62,305.98,54.32,1229.13,196.03,149,727.65,6362.66,632.02,550.09,267.44,154.65,21.75,56.52,330.2,137.28,743.04,52.77,3973.57,1624.11,82.19,366.18,46.19,1112.68,93.15,156.43,1081.65,46.15,90.16,59.23,139.61,58.56,912.65,123.35,118.69,58.69,1096.83,94.58,107.71,65.45,108.2,70.72,1537.31,242.79,80,58.61,80.77,226.11,91.26,61.7,148.69,49,163.11,778.72,156.41,70.68,1089.36,78.24,78.4,78.51,160.38,202.56,675.25,542.82,114.19,46.15,99.47,64.59,92.35,175.25,645.71,113.13,74.07,342.56,97.23,174,145.45,123.93,5069.53,591.14,48.73,95.9,123.62,254.89,222.36,55.61,629.61,101.45,50.15,63.14,26.04,139.04,100.56
"187","HPSI0115i-iiyk_4",75.52,790.51,392.26,70.12,108.67,99.55,71.7,55.77,333.44,70.28,687.17,140.03,126.6,795.56,5840.58,723.24,489.9,235.38,139.08,66.19,74.07,163.33,143.37,813.74,67.74,3189.84,1494.05,67.85,265.38,41.7,982.29,91.59,99.05,1398.21,193.43,116.18,36.19,195.53,45.76,952.2,147.31,140.12,56.17,895.16,53.75,55.54,90.67,96.42,57.3,1447.99,136.31,82.82,75.43,79.7,229.5,88.45,243.15,152.26,58.56,237.62,575.11,88.43,59.43,938.07,65.33,76.59,113.4,145.16,143.46,1554.77,433.88,179.3,59.35,151.02,62.77,93.93,130.62,490.08,83.51,101.85,282.48,93.82,172.93,91.08,25.56,4709.11,367.2,45.12,86.78,94.65,245.19,246.44,46.14,555.41,87.81,89.27,55.82,78.85,107.61,46.96
"188","HPSI1113i-eofe_1",78.25,668.48,184.36,61.32,126.61,90.59,80.57,66.84,259.2,63.02,586.22,181.47,158.25,462.37,4980.49,461.3,365.32,239.3,53.58,22.15,101.25,230.55,179.19,544.39,54.34,6516.76,3737.48,71.63,506.8,33.14,1158.57,45.37,39.79,789.33,88.59,126.99,100.85,55.07,48.35,2200.36,47.92,28.32,32.24,1757.53,57.14,111.31,69.32,72.57,90.62,1235.51,156.09,1.86,64.6,70.83,327.45,86.82,176.91,97.27,35.96,134.92,1760.19,196.86,80.12,760.38,76.37,51.45,104.66,84.05,177.94,4.89,472.74,102.66,51.65,134.39,54.83,37.07,51.23,506.98,113.62,93.26,612.15,5.67,219.27,87.56,119.61,2797.77,501.25,22.41,98.55,77.06,203.23,198.17,52.12,608.09,109.94,116.55,73.08,57.14,59.34,181.29
"189","HPSI1014i-xiyh_4",79.48,970.17,309.34,61.05,111.26,135.89,0,53.09,325.28,75.64,797.87,163.83,123.59,654.15,4.74,581.09,558.89,318.23,160.39,45.63,107.39,0.61,135.39,851.74,65.82,2192.04,951.97,39.87,434.27,44.38,1146.94,101.5,122.76,1573.18,135.51,0.03,97.05,96.89,58.78,592.5,138.1,131.74,50.72,567.64,63.59,108.47,80.17,103.52,65.45,1.02,217.13,16.6,72.47,87.89,254.83,92.92,104.94,175.6,51.56,183,376.15,148.3,65.72,965.87,82.62,74.04,87.77,138.12,271.98,0.46,510.72,127.7,0.23,103.97,58.3,86.45,169.33,0.54,139.97,117.25,229.47,93.7,169.35,140.16,60.21,5984.65,568.78,36.8,111.03,109.28,225.64,293.45,54.94,571.04,108.04,58.1,61.98,0.13,90.98,87.18
"190","HPSI1113i-qorq_2",45.86,698.15,297.54,54.2,132.53,177.75,47.86,51.18,396.16,76.94,614.08,128.78,125.36,323.08,3309.32,657.47,500.77,180.74,94.29,50.26,104.69,157.26,99.66,739.4,63.52,583.37,415.3,66.28,312.54,39.37,879.28,65.15,58.12,1330.06,231.01,46.01,35.29,51.39,55.59,424.46,107.68,112.18,55.55,236.25,41.62,73.71,87.65,105.37,47.43,768.32,101.26,0.91,42.09,83.72,239.96,83.81,129.68,146.38,53,170.41,183.36,38.19,57.19,609.92,64.98,73.67,117.39,104.12,148.01,1448.21,385.04,165.72,27.42,146.74,69.46,95.16,113.18,295.85,72.47,106.55,91.65,67.79,186.01,80.59,109.26,4185,282.32,53.13,70.78,93.67,220.89,244.82,37.65,534.95,105.43,63.55,64.26,11.82,103.11,20.28
"191","HPSI0514i-puie_4",79.74,974,347.2,51,128.22,105.11,65.07,56.02,340.09,59.8,640.23,164.23,129.11,673.27,7644.37,569.28,339,259.82,132.75,62.8,101,185.27,160.1,732.28,48.37,3780.98,1753.3,41.29,412.39,52.13,1053.87,75.3,71.07,1618.58,118.8,131.28,38.06,35.42,63.71,1288.47,129.21,117.64,77.8,1011.92,56.71,77.75,80.37,105.39,71.7,2082.49,116.86,54.95,59.28,67.39,229.65,106.63,162.9,138.89,46.23,122.33,673.98,115.63,65.5,970.82,59.63,70.33,80.71,119.51,161.93,0.89,502.48,117.29,64.47,103.57,71.24,112.93,147.28,646.47,95.28,114.12,278.15,89.74,171.46,150.99,71.28,4845.67,458.4,51.82,99.83,114.9,226.77,259.78,45.72,347.31,92.46,50.42,62.42,107.73,137.45,86
"192","HPSI0414i-naju_1",92.32,879.94,285.95,66.58,149.04,97.9,65.71,53.81,366.34,81.92,995.06,142.34,154.03,392.49,7699.47,526.34,298.29,308.07,112.98,36.92,108.64,311.04,211.15,757.95,64.29,872.83,514.08,44.3,349.6,40.23,676.44,88.01,124.36,1655.41,158.52,148.02,99.66,24.95,55.2,386.05,114.55,105.85,77.01,267.84,51.75,85.49,110.91,93.04,82.65,2191.27,87.17,52.66,37.04,71.95,263.33,134.87,40.05,134.79,43.53,187.35,198.67,122.19,44.89,831.06,58.22,72.93,102.25,87.93,208.92,1618.01,429.92,113.02,83.67,143.59,57.39,98.25,170.27,613.06,90.11,125.42,154.07,76.2,170.71,104.02,61.2,4673.92,379.33,34.62,104.58,109.55,187.13,272.65,66.09,496.99,76.88,92.49,70.26,128.5,66.64,48.28
"193","HPSI0314i-bubh_1",18.2,743.99,376.2,39.04,126.16,138.59,60.96,70.07,327.79,78.52,995.26,153.6,141.19,723.66,3955.45,616.8,370.15,186.9,132.14,103.44,107.28,188.11,130.38,711.76,67.55,1960.12,1318.06,57.8,424.08,42.48,1104.39,67.74,133.36,1230.11,143.68,58.38,32.93,34.81,49.83,1091.27,115.51,131.2,55.59,741.85,41.01,79.91,90.5,105.66,52.57,1047.97,162.35,0.66,70.06,78.06,259.4,84.26,157.68,160.32,63.05,134.02,536.07,37.38,66.85,899.18,90.43,77.67,79.51,140.67,182.85,1221.97,476.55,137.74,32.38,117.71,72.83,94.29,110.11,382.31,63.6,121.3,225,84.42,194.49,98.49,69.93,4177.03,455.69,42.05,73.41,93.69,278.69,259.82,39.67,536.81,120.39,122.67,64.9,12.33,148.66,41.64
"194","HPSI1013i-jufd_3",11.46,647.55,208.78,43,162.57,202.97,86.7,53.34,321.99,108.5,563.28,95.15,114.59,401.62,5074.33,762.19,325.88,143.44,107.36,86.26,46.77,273.4,164.36,563.23,61.96,1293.11,803.22,69.65,400.19,46.9,1218.34,52.34,2.82,765.63,147.61,111.14,24.37,11.5,39.98,863.32,109.01,108.63,63.29,487.46,40.58,64.68,83.09,101.69,41.77,1076.57,115.23,1.29,87.19,76.69,277.38,83.21,59.92,130.37,56.68,186.65,419.22,17.33,61.38,939.57,70.36,95.99,67.76,134.62,262.13,796.46,452.19,164.55,44.02,129.06,79.46,92.46,88.6,469.17,58.54,109.9,184.51,101,247.01,107.02,36.9,3858.2,310.1,72.69,51.86,68.43,292.47,228.17,32.48,782.78,115.85,56.86,44.44,64.03,154.03,12.65
"195","HPSI1113i-qolg_1",39.58,801.27,276.97,48.01,142.65,143.06,69.53,66.26,302.2,64.12,567.54,142.67,130.17,823.41,4210.58,602.19,349.26,187.63,120.83,57.62,84,225.4,180.03,608.66,57.67,2861.62,1620.81,82.35,429.77,54.38,1216.8,61.48,31.49,746.19,102.44,91.74,37.87,63.56,49.94,1426.32,114.1,120.38,68.07,1026.47,48.88,71.55,80.65,134.15,58.49,947.12,165.02,1.28,91.18,74.8,280.16,106.65,116.05,134.2,61.6,147.65,729.29,47.89,79.17,1031.55,56.42,85.88,76.13,148.58,248.86,1280.3,549.79,139.47,33.23,122.35,95.68,109.26,123.93,382.83,88.3,113.44,335.96,94.92,260.69,121.25,68.4,3804.03,471.86,83.69,70.11,66.77,307.38,212.92,37.21,708.5,133.76,78.95,68.76,45.98,189.69,52.38
"196","HPSI0914i-vaka_5",120.07,1079.25,242.7,66.55,193.66,104.44,59.99,72.08,360.08,93.64,958.22,148.24,199.35,496.72,3962.88,657.64,613.29,258.29,131.37,37.42,49,102.41,285.18,702.27,88.07,1148,644.83,86.38,362.14,56.16,696.8,92.19,128.4,1316.15,150.56,85.72,60.44,55.52,56.27,459.45,139.49,112.05,98.18,366.25,58.22,60.36,129.26,99.89,75.33,1044.74,102.15,30.91,34.66,76.94,234.44,153.76,20.27,175.21,53.23,282.16,229.04,150.08,58.89,984.46,69.97,88.95,103.76,143.38,176.94,1385.45,471.01,119.02,30.36,188.8,70.67,98.58,191.16,405.97,102.88,124.55,137.35,87.91,190.26,160.84,29.07,4383.49,364.92,41.68,100.57,118.86,245.63,202.53,57.47,579.1,74.4,219.97,64.26,57.12,136.97,63.18
"197","HPSI0614i-wihj_4",84.52,983.07,274,57.41,168.22,92.93,72.1,56.28,291.6,61.62,1085.33,210.45,175.75,922.77,4936.92,608.97,525.35,316.55,148.2,50.5,70.18,235.14,166.43,714.48,60.43,3582.8,1469.42,53.57,384.02,64.23,906.78,100.2,162.4,1121.29,103.39,61.16,50.78,63.61,59.79,871.62,138.5,133,77.06,891.69,65.35,94.85,85.77,97.09,87.2,1204.97,153.64,31.32,68.54,78.72,223.66,94.52,92.45,140.06,60.65,178.33,658.96,121.89,78.06,925.29,67.23,84.53,79.02,125.28,179.37,1473.66,596.25,96.89,38.71,99.21,84.64,109.29,186.05,500.41,110.61,118.37,288.11,99.57,207.58,111.5,100.08,4281.81,577.4,58.35,95.08,113.33,214.14,216.25,54.91,605.68,93.3,125.39,58.48,23.8,151.14,130.93
"198","HPSI0715i-zaie_1",83.04,943.43,457.88,47.48,109.52,191.24,73.86,53.28,392.41,41.5,768.34,198.27,149.86,1019.69,5720.72,657.62,533.02,297.18,137.4,75.04,90.01,301.03,142.19,809.45,49.81,7183.53,2837.91,59.81,375.31,54.34,999.72,78.82,142.59,1181.86,142.57,122.32,38.13,58.02,67.34,1817.53,137.52,116.42,54.05,1924.09,61.49,98.58,63.35,88.35,75.2,1542.23,153.28,84.39,60.54,72.58,243.12,79.2,163.13,162.19,53.57,98.34,1236.06,83.02,69.98,886.04,64.58,68.34,84.02,133.67,131,816.19,603.11,131.36,61.03,139.3,56.07,105.76,150.54,471.59,78.8,130.04,648.11,91.69,194.93,145.24,7.11,4219.33,514.05,58.92,98.17,121.76,213.59,265.15,47.93,498.16,94.95,104.87,54.42,83.72,125.24,101.72
"199","HPSI0914i-zerv_8",84.3,975.44,433.37,46.28,147.62,158.29,22.88,56.68,368.17,39.6,597.9,182.27,153.98,800.41,2742.37,677.5,296.09,247.19,148.72,54.74,95.78,132.33,191.66,845.2,58.83,3862.39,1743.53,91.44,428.36,57.68,1085.88,91,175.15,1532.61,152.73,48.98,50.97,61.13,61.65,1109.56,142.87,127.12,60.95,1000.2,59.22,72.42,85.63,109.71,73.59,720.96,129.74,64.29,59.07,79.07,308.88,83.61,65.3,149.1,52.59,138.54,652.27,89.75,67.48,1000.45,86.4,78.58,80.77,128.14,190.89,1482.07,533.27,115.76,24.16,98.63,68.17,117.58,177.89,202.18,87.33,123.11,363.8,98.05,185.06,152.85,101.25,4981.26,475.28,52.85,87.48,114.53,188.61,272.23,57.44,376.95,103.14,59.81,52.74,39,112.76,80.1
"200","HPSI0414i-sebn_3",74.06,919.37,285.39,51.51,149.15,157.1,117.63,52.48,425.4,61.32,1007.1,149.67,134.68,853.24,9584.97,738.51,377.96,219.21,103.62,70.74,111.65,202.87,138.42,800.51,49.05,2044.17,1148.28,51.85,343.17,46.11,887.61,79.15,140.77,1250.36,118.09,190.24,38.84,95.49,68.71,741.11,155.18,120.6,56.95,664.96,61,64.91,78.14,83.04,64.17,2413.2,127.8,63.68,78.96,73.28,210.13,77.05,67.42,153.79,50.61,156.01,432.17,89.24,61.71,941.7,58.41,78.35,95.58,125.17,176.74,0.76,486.57,116.14,105.79,134.65,56.71,101.14,129.99,880.34,81.13,112.89,273.96,92.81,182.99,137.21,76.41,4065.3,415.91,43.96,83.62,99.97,200.97,240.74,43.57,471.82,98.13,107.64,54.84,163.28,135.53,67.94
"201","HPSI0714i-keui_4",57.78,697.98,433.38,39.5,145.99,131.06,83.91,31.61,327.49,99.78,679.36,71.25,132.78,911.92,6252.1,817.86,595.3,180.12,113.31,101.21,78.87,332.86,301.88,700.92,46.69,9384.75,3360.11,44.34,454.95,66.96,1526.48,68.71,133.03,1165.68,117.9,148.31,66.7,9.91,68.27,1426.63,160.44,94.87,58.19,2324.82,79.54,49.77,39.63,56.55,60.69,1680.36,202.39,78.43,258.16,76.46,387.98,35.5,161.61,96.41,28.06,218.78,1390.55,11.5,38,794.86,112.33,78.27,86.11,138.78,363.2,1535.88,420.93,141.94,64.54,86.31,47.12,88.56,126.49,510.62,53.73,93.82,604.12,85.68,170.32,83.06,3.42,4418.61,341.93,30,57.08,93.4,188.67,284.7,39.99,560.19,89.9,70.41,27.5,83.51,57.28,55.1
